"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","module","ont"
"GO:0006606","protein import into nucleus","1/120","34/6316",0.0294117647058824,1.54803921568627,0.445885885035608,0.479996804924703,0.664458386982544,0.581466333934449,"LOC100690866",1,"magenta","BP"
"GO:0051170","import into nucleus","1/120","34/6316",0.0294117647058824,1.54803921568627,0.445885885035608,0.479996804924703,0.664458386982544,0.581466333934449,"LOC100690866",1,"magenta","BP"
"GO:0051648","vesicle localization","1/120","34/6316",0.0294117647058824,1.54803921568627,0.445885885035608,0.479996804924703,0.664458386982544,0.581466333934449,"LOC100695033",1,"magenta","BP"
"GO:0051650","establishment of vesicle localization","1/120","34/6316",0.0294117647058824,1.54803921568627,0.445885885035608,0.479996804924703,0.664458386982544,0.581466333934449,"LOC100695033",1,"magenta","BP"
"GO:0072329","monocarboxylic acid catabolic process","1/120","34/6316",0.0294117647058824,1.54803921568627,0.445885885035608,0.479996804924703,0.664458386982544,0.581466333934449,"etfa",1,"magenta","BP"
"GO:0010256","endomembrane system organization","2/120","85/6316",0.0235294117647059,1.23843137254902,0.307975083749433,0.483088918517493,0.667181108821641,0.58384898289655,"xkr6b/LOC100695033",2,"magenta","BP"
"GO:0051253","negative regulation of RNA metabolic process","3/120","137/6316",0.0218978102189781,1.15255474452555,0.251216696796304,0.485374419123287,0.667181108821641,0.58384898289655,"ehmt1b/id1/gata2a",3,"magenta","BP"
"GO:0001510","RNA methylation","1/120","35/6316",0.0285714285714286,1.50380952380952,0.415917883449173,0.489930008269026,0.667181108821641,0.58384898289655,"mto1",1,"magenta","BP"
"GO:0030705","cytoskeleton-dependent intracellular transport","1/120","35/6316",0.0285714285714286,1.50380952380952,0.415917883449173,0.489930008269026,0.667181108821641,0.58384898289655,"LOC100695033",1,"magenta","BP"
"GO:0043038","amino acid activation","1/120","35/6316",0.0285714285714286,1.50380952380952,0.415917883449173,0.489930008269026,0.667181108821641,0.58384898289655,"aars1",1,"magenta","BP"
"GO:0043039","tRNA aminoacylation","1/120","35/6316",0.0285714285714286,1.50380952380952,0.415917883449173,0.489930008269026,0.667181108821641,0.58384898289655,"aars1",1,"magenta","BP"
"GO:0051321","meiotic cell cycle","1/120","35/6316",0.0285714285714286,1.50380952380952,0.415917883449173,0.489930008269026,0.667181108821641,0.58384898289655,"mei1",1,"magenta","BP"
"GO:0060627","regulation of vesicle-mediated transport","1/120","35/6316",0.0285714285714286,1.50380952380952,0.415917883449173,0.489930008269026,0.667181108821641,0.58384898289655,"LOC100695033",1,"magenta","BP"
"GO:0006915","apoptotic process","3/120","139/6316",0.0215827338129496,1.13597122302158,0.225573043544359,0.495058460456496,0.668485104633944,0.584990107275895,"dido1/xkr6b/htra1b",3,"magenta","BP"
"GO:0031589","cell-substrate adhesion","1/120","36/6316",0.0277777777777778,1.46203703703704,0.386874241218319,0.499675016867612,0.668485104633944,0.584990107275895,"vwf",1,"magenta","BP"
"GO:0031929","TOR signaling","1/120","36/6316",0.0277777777777778,1.46203703703704,0.386874241218319,0.499675016867612,0.668485104633944,0.584990107275895,"gsk3ab",1,"magenta","BP"
"GO:0050657","nucleic acid transport","1/120","36/6316",0.0277777777777778,1.46203703703704,0.386874241218319,0.499675016867612,0.668485104633944,0.584990107275895,"slbp",1,"magenta","BP"
"GO:0050658","RNA transport","1/120","36/6316",0.0277777777777778,1.46203703703704,0.386874241218319,0.499675016867612,0.668485104633944,0.584990107275895,"slbp",1,"magenta","BP"
"GO:0051236","establishment of RNA localization","1/120","36/6316",0.0277777777777778,1.46203703703704,0.386874241218319,0.499675016867612,0.668485104633944,0.584990107275895,"slbp",1,"magenta","BP"
"GO:0098739","import across plasma membrane","1/120","36/6316",0.0277777777777778,1.46203703703704,0.386874241218319,0.499675016867612,0.668485104633944,0.584990107275895,"slc6a9",1,"magenta","BP"
"GO:0008219","cell death","3/120","140/6316",0.0214285714285714,1.12785714285714,0.21289083501991,0.499867220032248,0.668485104633944,0.584990107275895,"dido1/xkr6b/htra1b",3,"magenta","BP"
"GO:0012501","programmed cell death","3/120","140/6316",0.0214285714285714,1.12785714285714,0.21289083501991,0.499867220032248,0.668485104633944,0.584990107275895,"dido1/xkr6b/htra1b",3,"magenta","BP"
"GO:0099536","synaptic signaling","2/120","88/6316",0.0227272727272727,1.19621212121212,0.257937486165666,0.501470471507396,0.669293258784772,0.585697321513147,"calb2a/LOC100695033",2,"magenta","BP"
"GO:0045893","positive regulation of DNA-templated transcription","3/120","141/6316",0.0212765957446809,1.11985815602837,0.200299683589777,0.504653252919872,0.670547796836367,0.586795165495454,"igf2b/gata2a/tbx16",3,"magenta","BP"
"GO:1902680","positive regulation of RNA biosynthetic process","3/120","141/6316",0.0212765957446809,1.11985815602837,0.200299683589777,0.504653252919872,0.670547796836367,0.586795165495454,"igf2b/gata2a/tbx16",3,"magenta","BP"
"GO:0006898","receptor-mediated endocytosis","1/120","37/6316",0.027027027027027,1.42252252252252,0.358696451528946,0.509235366863772,0.670547796836367,0.586795165495454,"lrp13",1,"magenta","BP"
"GO:0009063","amino acid catabolic process","1/120","37/6316",0.027027027027027,1.42252252252252,0.358696451528946,0.509235366863772,0.670547796836367,0.586795165495454,"prodha",1,"magenta","BP"
"GO:0031123","RNA 3'-end processing","1/120","37/6316",0.027027027027027,1.42252252252252,0.358696451528946,0.509235366863772,0.670547796836367,0.586795165495454,"slbp",1,"magenta","BP"
"GO:0099111","microtubule-based transport","1/120","37/6316",0.027027027027027,1.42252252252252,0.358696451528946,0.509235366863772,0.670547796836367,0.586795165495454,"LOC100695033",1,"magenta","BP"
"GO:0045934","negative regulation of nucleobase-containing compound metabolic process","3/120","142/6316",0.0211267605633803,1.11197183098592,0.187798117899882,0.509416162074195,0.670547796836367,0.586795165495454,"ehmt1b/id1/gata2a",3,"magenta","BP"
"GO:0006873","intracellular monoatomic ion homeostasis","2/120","90/6316",0.0222222222222222,1.16962962962963,0.225548532785961,0.513492458088826,0.673267997885544,0.58917560851885,"calb2a/slc4a4a",2,"magenta","BP"
"GO:0030003","intracellular monoatomic cation homeostasis","2/120","90/6316",0.0222222222222222,1.16962962962963,0.225548532785961,0.513492458088826,0.673267997885544,0.58917560851885,"calb2a/slc4a4a",2,"magenta","BP"
"GO:0006865","amino acid transport","1/120","38/6316",0.0263157894736842,1.38508771929825,0.331331256495289,0.518614528509949,0.677355452083414,0.592752532302375,"slc6a9",1,"magenta","BP"
"GO:1901135","carbohydrate derivative metabolic process","5/120","250/6316",0.02,1.05266666666667,0.118243214987033,0.518631861072823,0.677355452083414,0.592752532302375,"hexb/hexa/uap1l1/pxylp1/rpn2",5,"magenta","BP"
"GO:0009892","negative regulation of metabolic process","6/120","304/6316",0.0197368421052632,1.03881578947368,0.0965288929490147,0.522046212734018,0.680488253952903,0.595494041558157,"ehmt1b/id1/gata2a/cblc/LOC100695033/radil2b",6,"magenta","BP"
"GO:0006400","tRNA modification","1/120","39/6316",0.0256410256410256,1.34957264957265,0.304730048912189,0.527815907385197,0.683230684266482,0.597893937370669,"mto1",1,"magenta","BP"
"GO:0009628","response to abiotic stimulus","1/120","39/6316",0.0256410256410256,1.34957264957265,0.304730048912189,0.527815907385197,0.683230684266482,0.597893937370669,"dnaja2b",1,"magenta","BP"
"GO:0034504","protein localization to nucleus","1/120","39/6316",0.0256410256410256,1.34957264957265,0.304730048912189,0.527815907385197,0.683230684266482,0.597893937370669,"LOC100690866",1,"magenta","BP"
"GO:0000278","mitotic cell cycle","3/120","146/6316",0.0205479452054795,1.08150684931507,0.138659473688728,0.528229096194086,0.683230684266482,0.597893937370669,"rtf2/kif3cb/ankfn1b",3,"magenta","BP"
"GO:0006403","RNA localization","1/120","40/6316",0.025,1.31583333333333,0.278848355793249,0.536842845590355,0.687888799465918,0.601970245565619,"slbp",1,"magenta","BP"
"GO:0009896","positive regulation of catabolic process","1/120","40/6316",0.025,1.31583333333333,0.278848355793249,0.536842845590355,0.687888799465918,0.601970245565619,"gsk3ab",1,"magenta","BP"
"GO:0042157","lipoprotein metabolic process","1/120","40/6316",0.025,1.31583333333333,0.278848355793249,0.536842845590355,0.687888799465918,0.601970245565619,"zdhhc1",1,"magenta","BP"
"GO:0046649","lymphocyte activation","1/120","40/6316",0.025,1.31583333333333,0.278848355793249,0.536842845590355,0.687888799465918,0.601970245565619,"igf2b",1,"magenta","BP"
"GO:0055082","intracellular chemical homeostasis","2/120","94/6316",0.0212765957446809,1.11985815602837,0.162925143168077,0.536963943463694,0.687888799465918,0.601970245565619,"calb2a/slc4a4a",2,"magenta","BP"
"GO:0006950","response to stress","8/120","417/6316",0.0191846522781775,1.00975219824141,0.0286749682898204,0.541859885013266,0.691285380081777,0.604942587125766,"vwf/dnaja2b/msraa/eepd1/LOC100692589/LOC100692318/LOC100692049/LOC100704174",8,"magenta","BP"
"GO:0009100","glycoprotein metabolic process","2/120","95/6316",0.0210526315789474,1.1080701754386,0.147692742305687,0.542710611825395,0.691285380081777,0.604942587125766,"pxylp1/rpn2",2,"magenta","BP"
"GO:0043085","positive regulation of catalytic activity","2/120","95/6316",0.0210526315789474,1.1080701754386,0.147692742305687,0.542710611825395,0.691285380081777,0.604942587125766,"flt1/fgfr4",2,"magenta","BP"
"GO:0035725","sodium ion transmembrane transport","1/120","41/6316",0.024390243902439,1.28373983739837,0.253645390757835,0.545698622921323,0.6937724428032,0.607119011219768,"slc6a9",1,"magenta","BP"
"GO:0033036","macromolecule localization","8/120","420/6316",0.019047619047619,1.00253968253968,0.00749629962579476,0.55021461283382,0.698188997345946,0.61098393012049,"zdhhc1/scamp2l/xkr6b/gpc5b/pcloa/LOC100690866/slbp/tmem30c",8,"magenta","BP"
"GO:0015931","nucleobase-containing compound transport","1/120","42/6316",0.0238095238095238,1.2531746031746,0.229083664639737,0.554386458020836,0.700828163913132,0.613293460015105,"slbp",1,"magenta","BP"
"GO:0032886","regulation of microtubule-based process","1/120","42/6316",0.0238095238095238,1.2531746031746,0.229083664639737,0.554386458020836,0.700828163913132,0.613293460015105,"gsk3ab",1,"magenta","BP"
"GO:0006874","intracellular calcium ion homeostasis","1/120","43/6316",0.0232558139534884,1.22403100775194,0.205128645543011,0.562909509509121,0.706272231032043,0.618057553314765,"calb2a",1,"magenta","BP"
"GO:0023061","signal release","1/120","43/6316",0.0232558139534884,1.22403100775194,0.205128645543011,0.562909509509121,0.706272231032043,0.618057553314765,"LOC100695033",1,"magenta","BP"
"GO:0045321","leukocyte activation","1/120","43/6316",0.0232558139534884,1.22403100775194,0.205128645543011,0.562909509509121,0.706272231032043,0.618057553314765,"igf2b",1,"magenta","BP"
"GO:0048284","organelle fusion","1/120","43/6316",0.0232558139534884,1.22403100775194,0.205128645543011,0.562909509509121,0.706272231032043,0.618057553314765,"vat1",1,"magenta","BP"
"GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","1/120","44/6316",0.0227272727272727,1.19621212121212,0.181748461065031,0.571270877093834,0.714088596367292,0.624897640497379,"smad1",1,"magenta","BP"
"GO:0009790","embryo development","1/120","44/6316",0.0227272727272727,1.19621212121212,0.181748461065031,0.571270877093834,0.714088596367292,0.624897640497379,"lama4",1,"magenta","BP"
"GO:0055080","monoatomic cation homeostasis","2/120","102/6316",0.0196078431372549,1.03202614379085,0.0453775147431914,0.581553671710789,0.723600826831503,0.633221776190333,"calb2a/slc4a4a",2,"magenta","BP"
"GO:0006399","tRNA metabolic process","2/120","103/6316",0.0194174757281553,1.02200647249191,0.031335740695699,0.586903206022658,0.723600826831503,0.633221776190333,"aars1/mto1",2,"magenta","BP"
"GO:0044093","positive regulation of molecular function","2/120","103/6316",0.0194174757281553,1.02200647249191,0.031335740695699,0.586903206022658,0.723600826831503,0.633221776190333,"flt1/fgfr4",2,"magenta","BP"
"GO:0050801","monoatomic ion homeostasis","2/120","103/6316",0.0194174757281553,1.02200647249191,0.031335740695699,0.586903206022658,0.723600826831503,0.633221776190333,"calb2a/slc4a4a",2,"magenta","BP"
"GO:0055074","calcium ion homeostasis","1/120","46/6316",0.0217391304347826,1.14420289855072,0.136596864774297,0.587520671337817,0.723600826831503,0.633221776190333,"calb2a",1,"magenta","BP"
"GO:0099003","vesicle-mediated transport in synapse","1/120","46/6316",0.0217391304347826,1.14420289855072,0.136596864774297,0.587520671337817,0.723600826831503,0.633221776190333,"LOC100695033",1,"magenta","BP"
"GO:0099504","synaptic vesicle cycle","1/120","46/6316",0.0217391304347826,1.14420289855072,0.136596864774297,0.587520671337817,0.723600826831503,0.633221776190333,"LOC100695033",1,"magenta","BP"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","1/120","46/6316",0.0217391304347826,1.14420289855072,0.136596864774297,0.587520671337817,0.723600826831503,0.633221776190333,"ankfn1b",1,"magenta","BP"
"GO:0051254","positive regulation of RNA metabolic process","3/120","161/6316",0.0186335403726708,0.980745341614907,-0.0344394591973048,0.595084986618573,0.730461120982159,0.639225207206697,"igf2b/gata2a/tbx16",3,"magenta","BP"
"GO:0006066","alcohol metabolic process","1/120","47/6316",0.0212765957446809,1.11985815602837,0.114772801348772,0.595415012556232,0.730461120982159,0.639225207206697,"cyp27a2",1,"magenta","BP"
"GO:0045944","positive regulation of transcription by RNA polymerase II","2/120","105/6316",0.019047619047619,1.00253968253968,0.00365186667859064,0.597451782534661,0.730461120982159,0.639225207206697,"igf2b/gata2a",2,"magenta","BP"
"GO:0051640","organelle localization","2/120","105/6316",0.019047619047619,1.00253968253968,0.00365186667859064,0.597451782534661,0.730461120982159,0.639225207206697,"LOC100695033/ankfn1b",2,"magenta","BP"
"GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","1/120","48/6316",0.0208333333333333,1.09652777777778,0.0934178846401305,0.60315950107007,0.734757937667176,0.642985343724458,"sec22bb",1,"magenta","BP"
"GO:0097190","apoptotic signaling pathway","1/120","48/6316",0.0208333333333333,1.09652777777778,0.0934178846401305,0.60315950107007,0.734757937667176,0.642985343724458,"dido1",1,"magenta","BP"
"GO:0090150","establishment of protein localization to membrane","1/120","49/6316",0.0204081632653061,1.07414965986395,0.0725101747502468,0.610756957973642,0.742662725666679,0.649902809420802,"zdhhc1",1,"magenta","BP"
"GO:0006814","sodium ion transport","1/120","50/6316",0.02,1.05266666666667,0.0520292104002509,0.61821015169363,0.749006874565519,0.65545456265985,"slc6a9",1,"magenta","BP"
"GO:0006887","exocytosis","1/120","50/6316",0.02,1.05266666666667,0.0520292104002509,0.61821015169363,0.749006874565519,0.65545456265985,"LOC100695033",1,"magenta","BP"
"GO:0045935","positive regulation of nucleobase-containing compound metabolic process","3/120","167/6316",0.0179640718562874,0.945508982035928,-0.0993121779338422,0.620073772977369,0.74990871461162,0.656243761254788,"igf2b/gata2a/tbx16",3,"magenta","BP"
"GO:0043603","amide metabolic process","6/120","336/6316",0.0178571428571429,0.939880952380952,-0.157598737712034,0.621459030976171,0.75022982117844,0.656524761031251,"smpd3/prodha/hexb/hexa/aars1/pcsk2",6,"magenta","BP"
"GO:0006261","DNA-templated DNA replication","1/120","51/6316",0.0196078431372549,1.03202614379085,0.0319558810215945,0.6255217989641,0.753776268535876,0.659628250706179,"rtf2",1,"magenta","BP"
"GO:0006644","phospholipid metabolic process","2/120","111/6316",0.018018018018018,0.948348348348348,-0.0764005360625096,0.627892987298689,0.755275227091781,0.660939986630199,"smpd3/mtmr3",2,"magenta","BP"
"GO:0001775","cell activation","1/120","52/6316",0.0192307692307692,1.01217948717949,0.012272312225133,0.632694565783623,0.75844388392373,0.66371287249885,"igf2b",1,"magenta","BP"
"GO:0051668","localization within membrane","2/120","112/6316",0.0178571428571429,0.939880952380952,-0.0893319480607945,0.632791240467709,0.75844388392373,0.66371287249885,"zdhhc1/gpc5b",2,"magenta","BP"
"GO:1901137","carbohydrate derivative biosynthetic process","3/120","172/6316",0.0174418604651163,0.918023255813953,-0.151687879988873,0.640096075791858,0.765829233536687,0.670175778601626,"uap1l1/pxylp1/rpn2",3,"magenta","BP"
"GO:0019725","cellular homeostasis","2/120","114/6316",0.0175438596491228,0.923391812865497,-0.114863838643123,0.64243823020184,0.76726134444783,0.671429016272493,"calb2a/slc4a4a",2,"magenta","BP"
"GO:0000226","microtubule cytoskeleton organization","3/120","175/6316",0.0171428571428571,0.902285714285714,-0.182422806667709,0.651754860657061,0.774247795461402,0.677542846931659,"gsk3ab/katnal1/ankfn1b",3,"magenta","BP"
"GO:0009891","positive regulation of biosynthetic process","3/120","175/6316",0.0171428571428571,0.902285714285714,-0.182422806667709,0.651754860657061,0.774247795461402,0.677542846931659,"igf2b/gata2a/tbx16",3,"magenta","BP"
"GO:0010557","positive regulation of macromolecule biosynthetic process","3/120","175/6316",0.0171428571428571,0.902285714285714,-0.182422806667709,0.651754860657061,0.774247795461402,0.677542846931659,"igf2b/gata2a/tbx16",3,"magenta","BP"
"GO:0008033","tRNA processing","1/120","55/6316",0.0181818181818182,0.956969696969697,-0.0446021191239577,0.653405502099783,0.774834843197973,0.67805657134528,"mto1",1,"magenta","BP"
"GO:1903047","mitotic cell cycle process","2/120","117/6316",0.0170940170940171,0.8997150997151,-0.152366417244708,0.656536780214587,0.777172513681578,0.680102262561884,"rtf2/ankfn1b",2,"magenta","BP"
"GO:0006486","protein glycosylation","1/120","61/6316",0.0163934426229508,0.862841530054645,-0.149794369100828,0.691415802683693,0.811137225259011,0.709824720297359,"rpn2",1,"magenta","BP"
"GO:0006914","autophagy","1/120","61/6316",0.0163934426229508,0.862841530054645,-0.149794369100828,0.691415802683693,0.811137225259011,0.709824720297359,"mtmr3",1,"magenta","BP"
"GO:0043413","macromolecule glycosylation","1/120","61/6316",0.0163934426229508,0.862841530054645,-0.149794369100828,0.691415802683693,0.811137225259011,0.709824720297359,"rpn2",1,"magenta","BP"
"GO:0061919","process utilizing autophagic mechanism","1/120","61/6316",0.0163934426229508,0.862841530054645,-0.149794369100828,0.691415802683693,0.811137225259011,0.709824720297359,"mtmr3",1,"magenta","BP"
"GO:0016192","vesicle-mediated transport","6/120","362/6316",0.0165745856353591,0.872375690607735,-0.348020535602006,0.693108254992909,0.811137225259011,0.709824720297359,"sec22bb/xkr6b/LOC100695033/LOC100703007/lrp13/anxa1a",6,"magenta","BP"
"GO:0008610","lipid biosynthetic process","2/120","126/6316",0.0158730158730159,0.835449735449735,-0.259633141854144,0.696197188358506,0.811137225259011,0.709824720297359,"cyp27a2/fgfr4",2,"magenta","BP"
"GO:0061024","membrane organization","2/120","126/6316",0.0158730158730159,0.835449735449735,-0.259633141854144,0.696197188358506,0.811137225259011,0.709824720297359,"xkr6b/tmem30c",2,"magenta","BP"
"GO:0019953","sexual reproduction","1/120","62/6316",0.0161290322580645,0.848924731182796,-0.16635347519971,0.697335883207747,0.811137225259011,0.709824720297359,"mei1",1,"magenta","BP"
"GO:0070848","response to growth factor","1/120","62/6316",0.0161290322580645,0.848924731182796,-0.16635347519971,0.697335883207747,0.811137225259011,0.709824720297359,"smad1",1,"magenta","BP"
"GO:0071363","cellular response to growth factor stimulus","1/120","62/6316",0.0161290322580645,0.848924731182796,-0.16635347519971,0.697335883207747,0.811137225259011,0.709824720297359,"smad1",1,"magenta","BP"
"GO:0010604","positive regulation of macromolecule metabolic process","4/120","249/6316",0.0160642570281124,0.845515394912985,-0.346114249077393,0.703122404865,0.81645062609974,0.714474467773064,"igf2b/gata2a/gsk3ab/tbx16",4,"magenta","BP"
"GO:0007049","cell cycle","4/120","250/6316",0.016,0.842133333333333,-0.35443029504974,0.706122251105523,0.818515412181142,0.716281358342335,"rtf2/mei1/kif3cb/ankfn1b",4,"magenta","BP"
"GO:0006260","DNA replication","1/120","64/6316",0.015625,0.822395833333333,-0.198726255093183,0.708840231277749,0.818832680958778,0.716558999676417,"rtf2",1,"magenta","BP"
"GO:0006605","protein targeting","1/120","64/6316",0.015625,0.822395833333333,-0.198726255093183,0.708840231277749,0.818832680958778,0.716558999676417,"zdhhc1",1,"magenta","BP"
"GO:0016197","endosomal transport","1/120","65/6316",0.0153846153846154,0.80974358974359,-0.214557066661995,0.714428710523857,0.823867876163484,0.720965289902687,"LOC100703007",1,"magenta","BP"
"GO:0070085","glycosylation","1/120","66/6316",0.0151515151515152,0.797474747474748,-0.230161530803799,0.719910802147139,0.828019870280201,0.724598692452587,"rpn2",1,"magenta","BP"
"GO:0032879","regulation of localization","2/120","132/6316",0.0151515151515152,0.797474747474748,-0.327229917933169,0.72050087219904,0.828019870280201,0.724598692452587,"LOC100695033/gpc5b",2,"magenta","BP"
"GO:0048878","chemical homeostasis","2/120","133/6316",0.0150375939849624,0.791478696741855,-0.338219173372535,0.724390157991976,0.829254786484236,0.725679365391547,"calb2a/slc4a4a",2,"magenta","BP"
"GO:0000280","nuclear division","1/120","67/6316",0.0149253731343284,0.785572139303483,-0.245547178227656,0.725288514745914,0.829254786484236,0.725679365391547,"mei1",1,"magenta","BP"
"GO:0006470","protein dephosphorylation","1/120","67/6316",0.0149253731343284,0.785572139303483,-0.245547178227656,0.725288514745914,0.829254786484236,0.725679365391547,"ppp2r5d",1,"magenta","BP"
"GO:0046488","phosphatidylinositol metabolic process","1/120","68/6316",0.0147058823529412,0.774019607843137,-0.260721172057518,0.730563819311523,0.833863303132403,0.729712269983894,"mtmr3",1,"magenta","BP"
"GO:0006457","protein folding","1/120","69/6316",0.0144927536231884,0.76280193236715,-0.275690331109813,0.735738649926538,0.838341658929899,0.733631271050988,"dnaja2b",1,"magenta","BP"
"GO:0022414","reproductive process","1/120","70/6316",0.0142857142857143,0.751904761904762,-0.290461151374812,0.74081490445012,0.841264383019628,0.736188941621262,"mei1",1,"magenta","BP"
"GO:0051247","positive regulation of protein metabolic process","1/120","70/6316",0.0142857142857143,0.751904761904762,-0.290461151374812,0.74081490445012,0.841264383019628,0.736188941621262,"gsk3ab",1,"magenta","BP"
"GO:0009451","RNA modification","1/120","72/6316",0.0138888888888889,0.731018518518518,-0.319432262971377,0.75067909956659,0.849586143090567,0.743471298823952,"mto1",1,"magenta","BP"
"GO:0030334","regulation of cell migration","1/120","72/6316",0.0138888888888889,0.731018518518518,-0.319432262971377,0.75067909956659,0.849586143090567,0.743471298823952,"lama4",1,"magenta","BP"
"GO:0006397","mRNA processing","2/120","141/6316",0.0141843971631206,0.746572104018912,-0.423513334927496,0.753898710783834,0.850698054966296,0.74444433089745,"sf3a3/slbp",2,"magenta","BP"
"GO:0006913","nucleocytoplasmic transport","1/120","73/6316",0.0136986301369863,0.721004566210046,-0.333644103472949,0.755470660753651,0.850698054966296,0.74444433089745,"LOC100690866",1,"magenta","BP"
"GO:0051169","nuclear transport","1/120","73/6316",0.0136986301369863,0.721004566210046,-0.333644103472949,0.755470660753651,0.850698054966296,0.74444433089745,"LOC100690866",1,"magenta","BP"
"GO:0002684","positive regulation of immune system process","1/120","74/6316",0.0135135135135135,0.711261261261261,-0.347680736293154,0.760170888322058,0.854554522107011,0.747819118324596,"igf2b",1,"magenta","BP"
"GO:0022402","cell cycle process","3/120","209/6316",0.0143540669856459,0.755502392344498,-0.500213482156948,0.765296180461879,0.858875110401104,0.751600057334509,"rtf2/mei1/ankfn1b",3,"magenta","BP"
"GO:0071705","nitrogen compound transport","5/120","336/6316",0.0148809523809524,0.783234126984127,-0.568239673103621,0.773277785491148,0.866381465349614,0.758168854987801,"zdhhc1/scamp2l/slc6a9/LOC100690866/slbp",5,"magenta","BP"
"GO:0009605","response to external stimulus","2/120","148/6316",0.0135135135135135,0.711261261261261,-0.4946355497744,0.777467262452315,0.867851146598008,0.759454970392915,"slit2/ackr4b",2,"magenta","BP"
"GO:2000145","regulation of cell motility","1/120","78/6316",0.0128205128205128,0.674786324786325,-0.402174945300811,0.778092512258161,0.867851146598008,0.759454970392915,"lama4",1,"magenta","BP"
"GO:0006631","fatty acid metabolic process","1/120","79/6316",0.0126582278481013,0.666244725738397,-0.41540852707144,0.78236133215701,0.867851146598008,0.759454970392915,"etfa",1,"magenta","BP"
"GO:0016050","vesicle organization","1/120","79/6316",0.0126582278481013,0.666244725738397,-0.41540852707144,0.78236133215701,0.867851146598008,0.759454970392915,"LOC100695033",1,"magenta","BP"
"GO:0032940","secretion by cell","1/120","79/6316",0.0126582278481013,0.666244725738397,-0.41540852707144,0.78236133215701,0.867851146598008,0.759454970392915,"LOC100695033",1,"magenta","BP"
"GO:0048285","organelle fission","1/120","79/6316",0.0126582278481013,0.666244725738397,-0.41540852707144,0.78236133215701,0.867851146598008,0.759454970392915,"mei1",1,"magenta","BP"
"GO:0008104","intracellular protein localization","5/120","341/6316",0.0146627565982405,0.771749755620723,-0.603033004099655,0.784323336595539,0.868589480196712,0.760101084791153,"zdhhc1/scamp2l/gpc5b/pcloa/LOC100690866",5,"magenta","BP"
"GO:0040012","regulation of locomotion","1/120","81/6316",0.0123456790123457,0.649794238683128,-0.441437438351433,0.790656169913803,0.872717683430392,0.763713667982291,"lama4",1,"magenta","BP"
"GO:0140694","membraneless organelle assembly","1/120","81/6316",0.0123456790123457,0.649794238683128,-0.441437438351433,0.790656169913803,0.872717683430392,0.763713667982291,"fhod3a",1,"magenta","BP"
"GO:0046903","secretion","1/120","82/6316",0.0121951219512195,0.641869918699187,-0.454240574500708,0.794685241222599,0.874284255532252,0.765084572398216,"LOC100695033",1,"magenta","BP"
"GO:0098771","inorganic ion homeostasis","1/120","82/6316",0.0121951219512195,0.641869918699187,-0.454240574500708,0.794685241222599,0.874284255532252,0.765084572398216,"calb2a",1,"magenta","BP"
"GO:0006508","proteolysis","6/120","413/6316",0.0145278450363196,0.764648910411622,-0.68845640293988,0.806207198194005,0.885506266868825,0.774904934243418,"gsk3ab/LOC100699793/mmp14b/adam19b/pcsk2/htra1b",6,"magenta","BP"
"GO:0006091","generation of precursor metabolites and energy","1/120","87/6316",0.0114942528735632,0.604980842911877,-0.516285840930954,0.813705655229442,0.892279523737686,0.780832199091738,"eno1a",1,"magenta","BP"
"GO:0009888","tissue development","1/120","89/6316",0.0112359550561798,0.591385767790262,-0.540244874931177,0.820814901314196,0.897982983508295,0.785823286432239,"fhod3a",1,"magenta","BP"
"GO:0042592","homeostatic process","2/120","164/6316",0.0121951219512195,0.641869918699187,-0.646660238144509,0.824099726570917,0.897982983508295,0.785823286432239,"calb2a/slc4a4a",2,"magenta","BP"
"GO:0002682","regulation of immune system process","1/120","90/6316",0.0111111111111111,0.584814814814815,-0.552052194875682,0.824267962474032,0.897982983508295,0.785823286432239,"igf2b",1,"magenta","BP"
"GO:0140352","export from cell","1/120","90/6316",0.0111111111111111,0.584814814814815,-0.552052194875682,0.824267962474032,0.897982983508295,0.785823286432239,"LOC100695033",1,"magenta","BP"
"GO:0006650","glycerophospholipid metabolic process","1/120","91/6316",0.010989010989011,0.578388278388278,-0.56374835910374,0.827655023910446,0.900209198084414,0.787771442785575,"mtmr3",1,"magenta","BP"
"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","1/120","93/6316",0.010752688172043,0.565949820788531,-0.586817571260238,0.834236128411354,0.905896606216544,0.792748483366245,"gsk3ab",1,"magenta","BP"
"GO:0015031","protein transport","3/120","238/6316",0.0126050420168067,0.663445378151261,-0.736521256871174,0.836854725841054,0.907269686591434,0.793950063521491,"zdhhc1/scamp2l/LOC100690866",3,"magenta","BP"
"GO:0010558","negative regulation of macromolecule biosynthetic process","3/120","243/6316",0.0123456790123457,0.649794238683128,-0.774722873602679,0.847108460255564,0.916902533717654,0.802379750637444,"ehmt1b/id1/gata2a",3,"magenta","BP"
"GO:0009890","negative regulation of biosynthetic process","3/120","246/6316",0.0121951219512195,0.641869918699187,-0.797325410704986,0.852991540300488,0.921041755295095,0.8060019759613,"ehmt1b/id1/gata2a",3,"magenta","BP"
